"TERMS AND CONDITIONS"
"https://www.bankofcanada.ca/terms/"

"NAME"
"Selected Treasury Bill Yields"

"DESCRIPTION"
"1, 3, 6 and 12 month Treasury bill data."

"LINK"
"https://www.bankofcanada.ca/?p=39889"

"SERIES"
"id","label","description"
"V80691303","3 month","Treasury bill auction - Average yields"
"V80691304","6 month","Treasury bill auction - Average yields"
"V80691305","1 year","Treasury bill auction - Average yields"
"V80691342","1 month","Treasury bills"
"V80691344","3 month","Treasury bills"
"V80691345","6 month","Treasury bills"
"V80691346","1 year","Treasury bills"

"OBSERVATIONS"
"date","V80691303","V80691304","V80691305","V80691342","V80691344","V80691345","V80691346"
"2010-08-11","","","","0.53","0.67","0.91","1.07"
"2010-08-17","0.70","0.94","1.10","","","",""
"2010-08-18","","","","0.50","0.67","0.91","1.10"
"2010-08-25","","","","0.43","0.62","0.82","0.98"
"2010-08-31","0.69","0.90","1.03","","","",""
"2010-09-01","","","","0.59","0.70","0.91","1.03"
"2010-09-08","","","","0.79","0.87","1.03","1.19"
"2010-09-14","0.92","1.08","1.29","","","",""
"2010-09-15","","","","0.77","0.91","1.08","1.30"
"2010-09-22","","","","0.80","0.90","1.05","1.27"
"2010-09-28","0.89","1.09","1.31","","","",""
"2010-09-29","","","","0.84","0.87","1.07","1.27"
"2010-10-06","","","","0.86","0.87","1.00","1.21"
"2010-10-12","0.89","1.01","1.20","","","",""
"2010-10-13","","","","0.88","0.90","1.02","1.22"
"2010-10-20","","","","0.86","0.89","0.98","1.16"
"2010-10-26","0.92","1.02","1.20","","","",""
"2010-10-27","","","","0.87","0.92","1.02","1.21"
"2010-11-03","","","","0.88","0.92","1.02","1.19"
"2010-11-09","0.94","1.06","1.27","","","",""
"2010-11-10","","","","0.89","0.95","1.07","1.27"
"2010-11-17","","","","0.88","0.95","1.05","1.26"
"2010-11-23","0.98","1.10","1.32","","","",""
"2010-11-24","","","","0.93","0.99","1.12","1.39"
"2010-12-01","","","","0.95","1.01","1.13","1.38"
"2010-12-07","1.01","1.12","1.32","","","",""
"2010-12-08","","","","0.90","1.01","1.14","1.34"
"2010-12-15","","","","0.90","0.98","1.12","1.37"
"2010-12-21","1.00","1.14","1.37","","","",""
"2010-12-22","","","","0.88","0.99","1.13","1.36"
"2010-12-29","","","","0.92","0.98","1.13","1.38"
"2011-01-04","1.00","1.17","1.44","","","",""
"2011-01-05","","","","0.89","0.98","1.16","1.44"
"2011-01-12","","","","0.90","0.95","1.14","1.40"
"2011-01-18","0.99","1.16","1.46","","","",""
"2011-01-19","","","","0.86","0.97","1.11","1.37"
"2011-01-26","","","","0.88","0.95","1.08","1.33"
"2011-02-01","0.97","1.07","1.32","","","",""
"2011-02-02","","","","0.87","0.94","1.07","1.33"
"2011-02-09","","","","0.89","0.96","1.06","1.36"
"2011-02-15","0.97","1.13","1.44","","","",""
"2011-02-16","","","","0.90","0.96","1.13","1.45"
"2011-02-23","","","","0.91","0.95","1.08","1.36"
"2011-03-01","0.97","1.10","1.39","","","",""
"2011-03-02","","","","0.91","0.95","1.09","1.37"
"2011-03-09","","","","0.91","0.95","1.10","1.40"
"2011-03-15","0.94","1.07","1.27","","","",""
"2011-03-16","","","","0.78","0.90","1.04","1.24"
"2011-03-23","","","","0.87","0.91","1.05","1.29"
"2011-03-29","0.92","1.08","1.34","","","",""
"2011-03-30","","","","0.89","0.92","1.07","1.35"
"2011-04-06","","","","0.93","0.97","1.10","1.41"
"2011-04-12","0.97","1.14","1.47","","","",""
"2011-04-13","","","","0.90","0.95","1.11","1.41"
"2011-04-20","","","","0.93","0.97","1.13","1.44"
"2011-04-26","0.98","1.14","1.43","","","",""
"2011-04-27","","","","0.90","0.97","1.13","1.43"
"2011-05-04","","","","0.91","0.96","1.09","1.35"
"2011-05-10","0.98","1.13","1.39","","","",""
"2011-05-11","","","","0.90","0.98","1.13","1.38"
"2011-05-18","","","","0.88","0.96","1.09","1.32"
"2011-05-24","0.96","1.07","1.28","","","",""
"2011-05-25","","","","0.88","0.95","1.06","1.27"
"2011-06-01","","","","0.90","0.95","1.03","1.22"
"2011-06-07","0.95","1.05","1.24","","","",""
"2011-06-08","","","","0.87","0.94","1.03","1.22"
"2011-06-15","","","","0.89","0.94","1.03","1.22"
"2011-06-21","0.92","1.02","1.22","","","",""
"2011-06-22","","","","0.86","0.88","1.00","1.20"
"2011-06-29","","","","0.89","0.93","1.04","1.21"
"2011-07-05","0.93","1.05","1.26","","","",""
"2011-07-06","","","","0.90","0.93","1.04","1.23"
"2011-07-13","","","","0.89","0.92","1.01","1.18"
"2011-07-19","0.93","1.04","1.24","","","",""
"2011-07-20","","","","0.88","0.92","1.05","1.28"
"2011-07-27","","","","0.91","0.92","1.03","1.25"
"2011-08-02","0.92","1.01","1.18","","","",""
"2011-08-03","","","","0.86","0.91","0.99","1.14"
"2011-08-10","","","","0.78","0.79","0.82","0.80"
"2011-08-16","0.85","0.93","0.93","","","",""
"2011-08-17","","","","0.76","0.85","0.93","0.93"
"2011-08-24","","","","0.83","0.89","0.92","0.92"
"2011-08-30","0.93","0.94","0.95","","","",""
"2011-08-31","","","","0.94","0.93","0.95","0.97"
"2011-09-07","","","","0.86","0.92","0.91","0.90"
"2011-09-13","0.90","0.91","0.92","","","",""
"2011-09-14","","","","0.82","0.88","0.90","0.92"
"2011-09-21","","","","0.77","0.86","0.88","0.89"
"2011-09-27","0.87","0.88","0.88","","","",""
"2011-09-28","","","","0.82","0.83","0.87","0.88"
"2011-10-05","","","","0.80","0.81","0.84","0.83"
"2011-10-11","0.86","0.89","0.93","","","",""
"2011-10-12","","","","0.80","0.87","0.91","0.95"
"2011-10-19","","","","0.84","0.88","0.90","0.94"
"2011-10-25","0.87","0.92","0.94","","","",""
"2011-10-26","","","","0.85","0.89","0.94","0.96"
"2011-11-02","","","","0.84","0.89","0.91","0.91"
"2011-11-08","0.91","0.94","0.93","","","",""
"2011-11-09","","","","0.83","0.89","0.90","0.88"
"2011-11-16","","","","0.83","0.89","0.91","0.87"
"2011-11-22","0.89","0.91","0.86","","","",""
"2011-11-23","","","","0.81","0.88","0.89","0.86"
"2011-11-30","","","","0.80","0.86","0.91","0.92"
"2011-12-06","0.84","0.90","0.90","","","",""
"2011-12-07","","","","0.76","0.84","0.89","0.88"
"2011-12-14","","","","0.78","0.82","0.87","0.86"
"2011-12-20","0.83","0.89","0.89","","","",""
"2011-12-21","","","","0.74","0.83","0.89","0.89"
"2011-12-28","","","","0.76","0.83","0.91","0.92"
"2012-01-03","0.83","0.94","0.98","","","",""
"2012-01-04","","","","0.72","0.82","0.92","0.97"
"2012-01-11","","","","0.71","0.79","0.90","0.95"
"2012-01-17","0.82","0.92","0.97","","","",""
"2012-01-18","","","","0.77","0.83","0.90","0.97"
"2012-01-25","","","","0.84","0.86","0.92","0.98"
"2012-01-31","0.88","0.93","0.98","","","",""
"2012-02-01","","","","0.86","0.89","0.93","0.98"
"2012-02-08","","","","0.84","0.89","0.93","1.01"
"2012-02-14","0.93","0.99","1.03","","","",""
"2012-02-15","","","","0.84","0.94","0.98","1.02"
"2012-02-22","","","","0.88","0.94","0.99","1.04"
"2012-02-28","0.94","0.99","1.03","","","",""
"2012-02-29","","","","0.88","0.93","0.98","1.05"
"2012-03-07","","","","0.85","0.91","0.97","1.05"
"2012-03-13","0.92","1.00","1.10","","","",""
"2012-03-14","","","","0.82","0.93","1.00","1.10"
"2012-03-21","","","","0.88","0.90","1.01","1.11"
"2012-03-27","0.93","1.02","1.10","","","",""
"2012-03-28","","","","0.89","0.92","0.99","1.08"
"2012-04-04","","","","0.93","0.94","0.99","1.09"
"2012-04-10","0.94","1.01","1.10","","","",""
"2012-04-11","","","","0.92","0.95","1.02","1.10"
"2012-04-18","","","","0.97","0.98","1.06","1.19"
"2012-04-24","1.04","1.12","1.26","","","",""
"2012-04-25","","","","0.98","1.06","1.15","1.32"
"2012-05-02","","","","0.96","1.03","1.12","1.24"
"2012-05-08","1.03","1.10","1.22","","","",""
"2012-05-09","","","","0.86","0.99","1.06","1.17"
"2012-05-16","","","","0.89","1.00","1.10","1.21"
"2012-05-22","1.01","1.08","1.17","","","",""
"2012-05-23","","","","0.89","0.98","1.03","1.08"
"2012-05-30","","","","0.90","0.94","1.00","1.02"
"2012-06-05","0.92","0.97","1.01","","","",""
"2012-06-06","","","","0.89","0.88","0.97","1.01"
"2012-06-13","","","","0.89","0.89","0.95","1.00"
"2012-06-19","0.90","0.95","1.00","","","",""
"2012-06-20","","","","0.87","0.90","0.96","1.02"
"2012-06-27","","","","0.88","0.86","0.93","0.96"
"2012-07-03","0.89","0.96","0.99","","","",""
"2012-07-04","","","","0.88","0.87","0.94","0.99"
"2012-07-11","","","","0.85","0.86","0.92","0.94"
"2012-07-17","0.89","0.94","0.97","","","",""
"2012-07-18","","","","0.89","0.90","0.94","0.96"
"2012-07-25","","","","0.91","0.92","0.94","0.97"
"2012-07-31","0.97","0.99","1.07","","","",""
"2012-08-01","","","","0.93","0.98","0.99","1.07"
"2012-08-08","","","","0.91","0.98","1.02","1.11"
"2012-08-14","1.01","1.05","1.15","","","",""
"2012-08-15","","","","0.95","1.02","1.05","1.17"
"2012-08-22","","","","0.96","1.00","1.03","1.12"
"2012-08-28","1.03","1.08","1.17","","","",""
"2012-08-29","","","","0.97","1.03","1.06","1.14"
"2012-09-05","","","","0.98","1.02","1.05","1.12"
"2012-09-11","1.03","1.07","1.16","","","",""
"2012-09-12","","","","0.97","1.03","1.07","1.16"
"2012-09-19","","","","0.97","0.99","1.03","1.14"
"2012-09-25","1.00","1.04","1.13","","","",""
"2012-09-26","","","","0.96","0.99","1.02","1.09"
"2012-10-03","","","","0.91","0.96","0.99","1.06"
"2012-10-09","0.99","1.04","1.14","","","",""
"2012-10-10","","","","0.93","0.98","1.03","1.12"
"2012-10-17","","","","0.93","0.96","1.00","1.07"
"2012-10-23","1.00","1.04","1.11","","","",""
"2012-10-24","","","","0.93","0.99","1.03","1.09"
"2012-10-31","","","","0.92","0.99","1.02","1.06"
"2012-11-06","0.99","1.03","1.08","","","",""
"2012-11-07","","","","0.90","0.98","1.02","1.06"
"2012-11-14","","","","0.91","0.98","1.01","1.06"
"2012-11-20","0.99","1.03","1.08","","","",""
"2012-11-21","","","","0.92","0.97","1.02","1.07"
"2012-11-28","","","","0.93","0.95","1.02","1.08"
"2012-12-04","0.98","1.03","1.07","","","",""
"2012-12-05","","","","0.91","0.95","1.02","1.05"
"2012-12-12","","","","0.91","0.96","1.02","1.06"
"2012-12-18","0.98","1.04","1.12","","","",""
"2012-12-19","","","","0.90","0.95","1.02","1.10"
"2012-12-26","","","","0.90","0.92","1.01","1.10"
"2013-01-01","0.94","1.02","1.12","","","",""
"2013-01-02","","","","0.91","0.92","1.01","1.11"
"2013-01-09","","","","0.89","0.91","0.99","1.10"
"2013-01-15","0.93","1.01","1.11","","","",""
"2013-01-16","","","","0.88","0.92","0.99","1.09"
"2013-01-23","","","","0.90","0.92","0.99","1.07"
"2013-01-29","0.93","1.00","1.08","","","",""
"2013-01-30","","","","0.92","0.93","0.99","1.08"
"2013-02-06","","","","0.93","0.94","1.00","1.06"
"2013-02-12","0.94","1.00","1.06","","","",""
"2013-02-13","","","","0.91","0.94","1.00","1.07"
"2013-02-20","","","","0.92","0.95","1.01","1.06"
"2013-02-26","0.96","0.99","1.02","","","",""
"2013-02-27","","","","0.91","0.96","0.99","1.01"
"2013-03-06","","","","0.93","0.95","0.99","1.00"
"2013-03-12","0.96","1.01","1.02","","","",""
"2013-03-13","","","","0.93","0.96","1.01","1.03"
"2013-03-20","","","","0.97","0.97","1.00","1.02"
"2013-03-26","0.98","1.01","1.04","","","",""
"2013-03-27","","","","0.95","0.97","1.01","1.03"
"2013-04-03","","","","0.95","0.98","1.00","1.04"
"2013-04-09","0.97","1.01","1.04","","","",""
"2013-04-10","","","","0.95","0.98","1.00","1.03"
"2013-04-17","","","","0.96","0.98","0.99","1.01"
"2013-04-23","0.99","1.01","1.02","","","",""
"2013-04-24","","","","0.97","0.99","1.01","1.02"
"2013-05-01","","","","0.97","0.99","1.01","1.02"
"2013-05-07","1.00","1.01","1.04","","","",""
"2013-05-08","","","","0.96","0.99","1.01","1.04"
"2013-05-15","","","","0.94","1.00","1.02","1.06"
"2013-05-21","1.00","1.02","1.06","","","",""
"2013-05-22","","","","0.95","1.00","1.02","1.06"
"2013-05-29","","","","0.99","1.01","1.03","1.08"
"2013-06-04","1.02","1.03","1.08","","","",""
"2013-06-05","","","","1.01","1.02","1.03","1.08"
"2013-06-12","","","","0.99","1.02","1.05","1.11"
"2013-06-18","1.02","1.04","1.08","","","",""
"2013-06-19","","","","1.02","1.03","1.05","1.11"
"2013-06-26","","","","1.01","1.03","1.05","1.13"
"2013-07-02","1.02","1.06","1.13","","","",""
"2013-07-03","","","","1.00","1.03","1.05","1.12"
"2013-07-10","","","","1.00","1.02","1.04","1.10"
"2013-07-16","1.02","1.04","1.10","","","",""
"2013-07-17","","","","0.98","1.01","1.04","1.09"
"2013-07-24","","","","0.99","1.00","1.04","1.11"
"2013-07-30","1.01","1.04","1.12","","","",""
"2013-07-31","","","","0.98","1.00","1.04","1.13"
"2013-08-07","","","","0.98","0.99","1.04","1.11"
"2013-08-13","1.00","1.03","1.13","","","",""
"2013-08-14","","","","0.98","1.00","1.03","1.12"
"2013-08-21","","","","0.98","0.99","1.03","1.11"
"2013-08-27","1.00","1.03","1.10","","","",""
"2013-08-28","","","","0.98","0.99","1.02","1.11"
"2013-09-04","","","","0.97","0.99","1.03","1.11"
"2013-09-10","0.99","1.02","1.12","","","",""
"2013-09-11","","","","0.96","0.99","1.01","1.11"
"2013-09-18","","","","0.96","0.99","1.00","1.09"
"2013-09-24","0.99","1.00","1.07","","","",""
"2013-09-25","","","","0.96","0.98","0.99","1.07"
"2013-10-02","","","","0.94","0.97","0.99","1.05"
"2013-10-08","0.96","0.98","1.03","","","",""
"2013-10-09","","","","0.89","0.92","0.97","1.01"
"2013-10-16","","","","0.90","0.92","0.94","1.02"
"2013-10-22","0.92","0.94","1.02","","","",""
"2013-10-23","","","","0.87","0.91","0.93","0.99"
"2013-10-30","","","","0.90","0.90","0.93","1.00"
"2013-11-05","0.89","0.94","1.00","","","",""
"2013-11-06","","","","0.90","0.90","0.93","1.00"
"2013-11-13","","","","0.91","0.92","0.95","1.02"
"2013-11-19","0.94","0.96","1.01","","","",""
"2013-11-20","","","","0.93","0.94","0.96","1.02"
"2013-11-27","","","","0.94","0.94","0.96","1.00"
"2013-12-03","0.93","0.96","0.99","","","",""
"2013-12-04","","","","0.93","0.93","0.96","0.99"
"2013-12-11","","","","0.91","0.93","0.94","0.98"
"2013-12-17","0.90","0.95","0.98","","","",""
"2013-12-18","","","","0.90","0.90","0.95","0.98"
"2013-12-25","","","","0.89","0.91","0.94","0.97"
"2013-12-31","0.89","0.94","0.98","","","",""
"2014-01-01","","","","0.88","0.91","0.95","0.99"
"2014-01-08","","","","0.85","0.88","0.93","0.98"
"2014-01-14","0.89","0.92","0.95","","","",""
"2014-01-15","","","","0.85","0.89","0.92","0.96"
"2014-01-22","","","","0.87","0.90","0.92","0.95"
"2014-01-28","0.89","0.92","0.94","","","",""
"2014-01-29","","","","0.83","0.89","0.92","0.94"
"2014-02-05","","","","0.83","0.88","0.91","0.95"
"2014-02-11","0.88","0.91","0.94","","","",""
"2014-02-12","","","","0.83","0.88","0.92","0.95"
"2014-02-19","","","","0.80","0.87","0.91","0.95"
"2014-02-25","0.87","0.91","0.96","","","",""
"2014-02-26","","","","0.81","0.85","0.92","0.97"
"2014-03-05","","","","0.75","0.82","0.88","0.96"
"2014-03-11","0.83","0.87","0.95","","","",""
"2014-03-12","","","","0.74","0.82","0.88","0.94"
"2014-03-19","","","","0.80","0.84","0.87","0.95"
"2014-03-25","0.88","0.91","0.96","","","",""
"2014-03-26","","","","0.89","0.89","0.92","0.97"
"2014-04-02","","","","0.90","0.92","0.92","0.98"
"2014-04-08","0.91","0.94","0.99","","","",""
"2014-04-09","","","","0.91","0.90","0.94","0.99"
"2014-04-16","","","","0.91","0.92","0.94","1.00"
"2014-04-22","0.94","0.96","1.00","","","",""
"2014-04-23","","","","0.92","0.94","0.95","0.99"
"2014-04-30","","","","0.92","0.95","0.96","1.00"
"2014-05-06","0.93","0.96","1.00","","","",""
"2014-05-07","","","","0.91","0.93","0.95","0.99"
"2014-05-14","","","","0.92","0.92","0.95","0.98"
"2014-05-20","0.92","0.94","0.99","","","",""
"2014-05-21","","","","0.91","0.92","0.95","0.99"
"2014-05-28","","","","0.92","0.93","0.95","0.99"
"2014-06-03","0.93","0.96","0.99","","","",""
"2014-06-04","","","","0.91","0.92","0.95","0.98"
"2014-06-11","","","","0.93","0.93","0.95","0.98"
"2014-06-17","0.93","0.96","1.00","","","",""
"2014-06-18","","","","0.91","0.94","0.96","0.99"
"2014-06-25","","","","0.94","0.95","0.96","1.01"
"2014-07-01","0.94","0.97","1.02","","","",""
"2014-07-02","","","","0.92","0.94","0.97","1.01"
"2014-07-09","","","","0.91","0.94","0.97","1.01"
"2014-07-15","0.94","0.98","1.01","","","",""
"2014-07-16","","","","0.92","0.95","0.97","1.01"
"2014-07-23","","","","0.94","0.95","0.98","1.02"
"2014-07-29","0.95","0.98","1.02","","","",""
"2014-07-30","","","","0.94","0.96","0.98","1.03"
"2014-08-06","","","","0.94","0.96","0.99","1.02"
"2014-08-12","0.95","0.97","1.02","","","",""
"2014-08-13","","","","0.92","0.96","0.98","1.02"
"2014-08-20","","","","0.93","0.94","0.96","1.01"
"2014-08-26","0.94","0.97","1.02","","","",""
"2014-08-27","","","","0.93","0.94","0.97","1.01"
"2014-09-03","","","","0.91","0.93","0.97","1.01"
"2014-09-09","0.93","0.95","1.00","","","",""
"2014-09-10","","","","0.93","0.93","0.96","1.00"
"2014-09-17","","","","0.91","0.93","0.94","1.01"
"2014-09-23","0.92","0.94","1.00","","","",""
"2014-09-24","","","","0.90","0.92","0.95","1.00"
"2014-10-01","","","","0.90","0.92","0.94","1.00"
"2014-10-07","0.90","0.93","1.00","","","",""
"2014-10-08","","","","0.89","0.89","0.92","0.98"
"2014-10-15","","","","0.88","0.89","0.90","0.95"
"2014-10-21","0.88","0.91","0.98","","","",""
"2014-10-22","","","","0.86","0.89","0.91","0.97"
"2014-10-29","","","","0.86","0.88","0.92","0.98"
"2014-11-04","0.89","0.92","0.98","","","",""
"2014-11-05","","","","0.88","0.90","0.92","0.98"
"2014-11-12","","","","0.91","0.90","0.92","0.98"
"2014-11-18","0.90","0.92","0.98","","","",""
"2014-11-19","","","","0.90","0.90","0.92","0.98"
"2014-11-26","","","","0.90","0.91","0.93","0.98"
"2014-12-02","0.90","0.93","0.98","","","",""
"2014-12-03","","","","0.88","0.90","0.92","0.98"
"2014-12-10","","","","0.87","0.90","0.92","0.98"
"2014-12-16","0.89","0.92","0.97","","","",""
"2014-12-17","","","","0.87","0.90","0.93","0.98"
"2014-12-24","","","","0.91","0.90","0.93","0.99"
"2014-12-30","0.91","0.94","0.99","","","",""
"2014-12-31","","","","0.88","0.91","0.93","0.99"
"2015-01-07","","","","0.86","0.92","0.93","0.98"
"2015-01-13","0.91","0.94","0.97","","","",""
"2015-01-14","","","","0.87","0.92","0.94","0.95"
"2015-01-21","","","","0.62","0.62","0.61","0.58"
"2015-01-27","0.59","0.57","0.54","","","",""
"2015-01-28","","","","0.60","0.60","0.57","0.54"
"2015-02-04","","","","0.55","0.54","0.53","0.48"
"2015-02-10","0.54","0.54","0.51","","","",""
"2015-02-11","","","","0.53","0.53","0.49","0.46"
"2015-02-18","","","","0.50","0.50","0.48","0.45"
"2015-02-24","0.47","0.45","0.43","","","",""
"2015-02-25","","","","0.54","0.56","0.55","0.53"
"2015-03-04","","","","0.60","0.59","0.62","0.64"
"2015-03-10","0.59","0.62","0.63","","","",""
"2015-03-11","","","","0.55","0.55","0.61","0.62"
"2015-03-18","","","","0.53","0.53","0.56","0.55"
"2015-03-24","0.53","0.54","0.53","","","",""
"2015-03-25","","","","0.53","0.54","0.55","0.56"
"2015-04-01","","","","0.56","0.56","0.58","0.59"
"2015-04-07","0.58","0.60","0.61","","","",""
"2015-04-08","","","","0.61","0.59","0.58","0.60"
"2015-04-15","","","","0.61","0.62","0.62","0.64"
"2015-04-21","0.65","0.66","0.69","","","",""
"2015-04-22","","","","0.64","0.66","0.67","0.69"
"2015-04-29","","","","0.64","0.66","0.68","0.70"
"2015-05-05","0.67","0.69","0.72","","","",""
"2015-05-06","","","","0.64","0.69","0.70","0.72"
"2015-05-13","","","","0.60","0.65","0.69","0.71"
"2015-05-19","0.67","0.69","0.72","","","",""
"2015-05-20","","","","0.62","0.66","0.69","0.63"
"2015-05-27","","","","0.60","0.63","0.67","0.70"
"2015-06-02","0.62","0.65","0.66","","","",""
"2015-06-03","","","","0.59","0.62","0.65","0.67"
"2015-06-10","","","","0.59","0.61","0.65","0.69"
"2015-06-16","0.63","0.66","0.69","","","",""
"2015-06-17","","","","0.58","0.63","0.66","0.69"
"2015-06-24","","","","0.58","0.58","0.63","0.67"
"2015-06-30","0.58","0.60","0.60","","","",""
"2015-07-01","","","","0.58","0.58","0.59","0.58"
"2015-07-08","","","","0.50","0.52","0.52","0.51"
"2015-07-14","0.55","0.55","0.51","","","",""
"2015-07-15","","","","0.41","0.42","0.43","0.44"
"2015-07-22","","","","0.41","0.42","0.44","0.45"
"2015-07-28","0.43","0.44","0.45","","","",""
"2015-07-29","","","","0.40","0.41","0.43","0.46"
"2015-08-05","","","","0.37","0.40","0.42","0.40"
"2015-08-11","0.40","0.42","0.44","","","",""
"2015-08-12","","","","0.37","0.40","0.41","0.41"
"2015-08-19","","","","0.37","0.37","0.38","0.41"
"2015-08-25","0.38","0.37","0.38","","","",""
"2015-08-26","","","","0.38","0.37","0.39","0.39"
"2015-09-02","","","","0.36","0.37","0.40","0.42"
"2015-09-08","0.37","0.41","0.44","","","",""
"2015-09-09","","","","0.39","0.38","0.41","0.46"
"2015-09-16","","","","0.39","0.40","0.43","0.48"
"2015-09-22","0.41","0.43","0.48","","","",""
"2015-09-23","","","","0.41","0.42","0.43","0.48"
"2015-09-30","","","","0.41","0.43","0.44","0.49"
"2015-10-06","0.42","0.44","0.48","","","",""
"2015-10-07","","","","0.41","0.41","0.44","0.49"
"2015-10-14","","","","0.39","0.39","0.42","0.48"
"2015-10-20","0.39","0.44","0.50","","","",""
"2015-10-21","","","","0.39","0.40","0.44","0.49"
"2015-10-28","","","","0.39","0.41","0.44","0.50"
"2015-11-03","0.41","0.46","0.51","","","",""
"2015-11-04","","","","0.42","0.43","0.46","0.53"
"2015-11-11","","","","0.41","0.44","0.47","0.53"
"2015-11-17","0.44","0.47","0.53","","","",""
"2015-11-18","","","","0.44","0.46","0.48","0.53"
"2015-11-25","","","","0.46","0.48","0.50","0.54"
"2015-12-01","0.50","0.52","0.55","","","",""
"2015-12-02","","","","0.47","0.49","0.53","0.55"
"2015-12-09","","","","0.43","0.46","0.49","0.50"
"2015-12-15","0.47","0.50","0.51","","","",""
"2015-12-16","","","","0.44","0.47","0.50","0.52"
"2015-12-23","","","","0.45","0.48","0.49","0.50"
"2015-12-29","0.50","0.50","0.50","","","",""
"2015-12-30","","","","0.42","0.52","0.51","0.51"
"2016-01-06","","","","0.41","0.45","0.44","0.44"
"2016-01-12","0.42","0.41","0.40","","","",""
"2016-01-13","","","","0.41","0.40","0.37","0.35"
"2016-01-20","","","","0.41","0.41","0.41","0.41"
"2016-01-26","0.48","0.47","0.45","","","",""
"2016-01-27","","","","0.45","0.48","0.48","0.46"
"2016-02-03","","","","0.43","0.45","0.44","0.43"
"2016-02-09","0.45","0.42","0.41","","","",""
"2016-02-10","","","","0.43","0.46","0.43","0.42"
"2016-02-17","","","","0.42","0.46","0.47","0.47"
"2016-02-23","0.46","0.47","0.48","","","",""
"2016-02-24","","","","0.42","0.46","0.48","0.49"
"2016-03-02","","","","0.44","0.47","0.49","0.52"
"2016-03-08","0.47","0.49","0.52","","","",""
"2016-03-09","","","","0.44","0.47","0.50","0.52"
"2016-03-16","","","","0.44","0.46","0.50","0.53"
"2016-03-22","0.46","0.51","0.54","","","",""
"2016-03-23","","","","0.43","0.46","0.50","0.54"
"2016-03-30","","","","0.43","0.44","0.49","0.53"
"2016-04-05","0.46","0.51","0.55","","","",""
"2016-04-06","","","","0.50","0.47","0.48","0.55"
"2016-04-13","","","","0.46","0.48","0.48","0.51"
"2016-04-19","0.54","0.56","0.60","","","",""
"2016-04-20","","","","0.52","0.55","0.57","0.58"
"2016-04-27","","","","0.50","0.55","0.58","0.60"
"2016-05-03","0.54","0.56","0.60","","","",""
"2016-05-04","","","","0.49","0.53","0.56","0.58"
"2016-05-11","","","","0.44","0.49","0.52","0.54"
"2016-05-17","0.54","0.56","0.58","","","",""
"2016-05-18","","","","0.46","0.48","0.51","0.59"
"2016-05-25","","","","0.46","0.53","0.52","0.52"
"2016-05-31","0.55","0.57","0.62","","","",""
"2016-06-01","","","","0.46","0.53","0.56","0.60"
"2016-06-08","","","","0.43","0.50","0.52","0.55"
"2016-06-14","0.52","0.53","0.52","","","",""
"2016-06-15","","","","0.48","0.51","0.52","0.52"
"2016-06-22","","","","0.51","0.52","0.54","0.54"
"2016-06-28","0.49","0.51","0.51","","","",""
"2016-06-29","","","","0.48","0.49","0.52","0.52"
"2016-07-06","","","","0.47","0.49","0.49","0.51"
"2016-07-12","0.47","0.51","0.51","","","",""
"2016-07-13","","","","0.46","0.47","0.50","0.49"
"2016-07-20","","","","0.49","0.51","0.53","0.57"
"2016-07-26","0.50","0.55","0.57","","","",""
"2016-07-27","","","","0.49","0.53","0.55","0.58"
"2016-08-03","","","","0.51","0.52","0.54","0.56"
"2016-08-09","0.52","0.53","0.53","","","",""
"2016-08-10","","","","0.48","0.51","0.51","0.52"
"2016-08-17","","","","0.45","0.49","0.53","0.55"
"2016-08-23","0.51","0.54","0.55","","","",""
"2016-08-24","","","","0.43","0.50","0.54","0.55"
"2016-08-31","","","","0.46","0.51","0.53","0.56"
"2016-09-06","0.51","0.54","0.57","","","",""
"2016-09-07","","","","0.45","0.49","0.53","0.56"
"2016-09-14","","","","0.46","0.49","0.53","0.57"
"2016-09-20","0.53","0.54","0.57","","","",""
"2016-09-21","","","","0.50","0.53","0.55","0.57"
"2016-09-28","","","","0.46","0.51","0.52","0.53"
"2016-10-04","0.50","0.53","0.55","","","",""
"2016-10-05","","","","0.45","0.49","0.52","0.56"
"2016-10-12","","","","0.48","0.49","0.53","0.58"
"2016-10-18","0.50","0.54","0.58","","","",""
"2016-10-19","","","","0.46","0.48","0.53","0.56"
"2016-10-26","","","","0.47","0.49","0.51","0.55"
"2016-11-01","0.47","0.51","0.54","","","",""
"2016-11-02","","","","0.45","0.47","0.49","0.53"
"2016-11-09","","","","0.44","0.46","0.48","0.55"
"2016-11-15","0.50","0.54","0.59","","","",""
"2016-11-16","","","","0.43","0.49","0.54","0.58"
"2016-11-23","","","","0.45","0.47","0.52","0.57"
"2016-11-29","0.51","0.55","0.58","","","",""
"2016-11-30","","","","0.47","0.51","0.55","0.59"
"2016-12-07","","","","0.42","0.46","0.53","0.58"
"2016-12-13","0.50","0.55","0.61","","","",""
"2016-12-14","","","","0.43","0.49","0.56","0.62"
"2016-12-21","","","","0.42","0.48","0.56","0.62"
"2016-12-27","0.47","0.56","0.65","","","",""
"2016-12-28","","","","0.42","0.48","0.57","0.64"
"2017-01-04","","","","0.39","0.45","0.55","0.62"
"2017-01-10","0.48","0.56","0.64","","","",""
"2017-01-11","","","","0.40","0.47","0.52","0.63"
"2017-01-18","","","","0.41","0.43","0.50","0.61"
"2017-01-24","0.46","0.53","0.61","","","",""
