"TERMS AND CONDITIONS"
"https://www.bankofcanada.ca/terms/"

"NAME"
"Canadian Overnight Repo Rate Average (CORRA)"

"DESCRIPTION"
"Canadian Overnight Repo Rate Average (CORRA)"

"LINK"
"https://www.bankofcanada.ca/?p=212119"

"SERIES"
"id","label","description"
"AVG.INTWO","Canadian Overnight Repo Rate Average (CORRA) (%)","Canadian Overnight Repo Rate Average (CORRA) (%)"
"CORRA_TOTAL_VOLUME","Total dollar trading volume of all trades eligible for CORRA ($)","Total dollar trading volume of all trades eligible for CORRA ($)"
"CORRA_TRIMMED_VOLUME","Trimmed dollar volume of trades eligible for CORRA ($)","Trimmed dollar volume of trades eligible for CORRA ($)"
"CORRA_NUMBER_OF_SUBMITTERS","Number of unique data submitters for CORRA","Number of unique data submitters for CORRA"
"CORRA_RATE_AT_TRIM","Rate at which daily CORRA trading volume is trimmed (%)","Rate at which daily CORRA trading volume is trimmed (%)"
"CORRA_RATE_AT_PERCENTILE_5","Rate at 5th percentile of the trimmed trading volume (%)","Rate at 5th percentile of the trimmed trading volume (%)"
"CORRA_RATE_AT_PERCENTILE_25","Rate at 25th percentile of the trimmed trading volume (%)","Rate at 25th percentile of the trimmed trading volume (%)"
"CORRA_RATE_AT_PERCENTILE_75","Rate at 75th percentile of the trimmed trading volume (%)","Rate at 75th percentile of the trimmed trading volume (%)"
"CORRA_RATE_AT_PERCENTILE_95","Rate at 95th percentile of the trimmed trading volume (%)","Rate at 95th percentile of the trimmed trading volume (%)"
"CORRA_PUBLICATION_STATUS","Publication status","Publication status"
"CORRA_CALCULATION_METHODOLOGY","Calculation methodology","Calculation methodology"

"OBSERVATIONS"
"date","AVG.INTWO","CORRA_TOTAL_VOLUME","CORRA_TRIMMED_VOLUME","CORRA_NUMBER_OF_SUBMITTERS","CORRA_RATE_AT_TRIM","CORRA_RATE_AT_PERCENTILE_5","CORRA_RATE_AT_PERCENTILE_25","CORRA_RATE_AT_PERCENTILE_75","CORRA_RATE_AT_PERCENTILE_95","CORRA_PUBLICATION_STATUS","CORRA_CALCULATION_METHODOLOGY"
"2004-04-22","2.0156","","","","","","","","","",""
"2004-04-23","2.0126","","","","","","","","","",""
"2004-04-26","2.0144","","","","","","","","","",""
"2004-04-27","2.0137","","","","","","","","","",""
"2004-04-28","2.0142","","","","","","","","","",""
"2004-04-29","2.0069","","","","","","","","","",""
"2004-04-30","2.0210","","","","","","","","","",""
"2004-05-03","2.0154","","","","","","","","","",""
"2004-05-04","2.0131","","","","","","","","","",""
"2004-05-05","2.0132","","","","","","","","","",""
"2004-05-06","2.0169","","","","","","","","","",""
"2004-05-07","2.0163","","","","","","","","","",""
"2004-05-10","2.0165","","","","","","","","","",""
"2004-05-11","2.0074","","","","","","","","","",""
"2004-05-12","2.0159","","","","","","","","","",""
"2004-05-13","2.0167","","","","","","","","","",""
"2004-05-14","2.0102","","","","","","","","","",""
"2004-05-17","2.0058","","","","","","","","","",""
"2004-05-18","2.0107","","","","","","","","","",""
"2004-05-19","2.0166","","","","","","","","","",""
"2004-05-20","2.0174","","","","","","","","","",""
"2004-05-21","2.0190","","","","","","","","","",""
"2004-05-25","2.0189","","","","","","","","","",""
"2004-05-26","2.0167","","","","","","","","","",""
"2004-05-27","2.0184","","","","","","","","","",""
"2004-05-28","2.0190","","","","","","","","","",""
"2004-05-31","2.0177","","","","","","","","","",""
"2004-06-01","2.0206","","","","","","","","","",""
"2004-06-02","2.0225","","","","","","","","","",""
"2004-06-03","2.0162","","","","","","","","","",""
"2004-06-04","2.0144","","","","","","","","","",""
"2004-06-07","2.0082","","","","","","","","","",""
"2004-06-08","2.0073","","","","","","","","","",""
"2004-06-09","2.0040","","","","","","","","","",""
"2004-06-10","2.0070","","","","","","","","","",""
"2004-06-11","2.0161","","","","","","","","","",""
"2004-06-14","2.0011","","","","","","","","","",""
"2004-06-15","2.0024","","","","","","","","","",""
"2004-06-16","1.9949","","","","","","","","","",""
"2004-06-17","2.0052","","","","","","","","","",""
"2004-06-18","2.0004","","","","","","","","","",""
"2004-06-21","2.0006","","","","","","","","","",""
"2004-06-22","2.0069","","","","","","","","","",""
"2004-06-23","2.0044","","","","","","","","","",""
"2004-06-24","1.9997","","","","","","","","","",""
"2004-06-25","2.0115","","","","","","","","","",""
"2004-06-28","2.0115","","","","","","","","","",""
"2004-06-29","2.0121","","","","","","","","","",""
"2004-06-30","2.0850","","","","","","","","","",""
"2004-07-02","2.0244","","","","","","","","","",""
"2004-07-05","2.0151","","","","","","","","","",""
"2004-07-06","2.0026","","","","","","","","","",""
"2004-07-07","2.0011","","","","","","","","","",""
"2004-07-08","1.9989","","","","","","","","","",""
"2004-07-09","2.0016","","","","","","","","","",""
"2004-07-12","2.0013","","","","","","","","","",""
"2004-07-13","2.0009","","","","","","","","","",""
"2004-07-14","2.0000","","","","","","","","","",""
"2004-07-15","2.0154","","","","","","","","","",""
"2004-07-16","2.0137","","","","","","","","","",""
"2004-07-19","2.0107","","","","","","","","","",""
"2004-07-20","2.0024","","","","","","","","","",""
"2004-07-21","2.0044","","","","","","","","","",""
"2004-07-22","1.9960","","","","","","","","","",""
"2004-07-23","2.0029","","","","","","","","","",""
"2004-07-26","1.9913","","","","","","","","","",""
"2004-07-27","1.9955","","","","","","","","","",""
"2004-07-28","1.9944","","","","","","","","","",""
"2004-07-29","2.0091","","","","","","","","","",""
"2004-07-30","2.0602","","","","","","","","","",""
"2004-08-03","2.0084","","","","","","","","","",""
"2004-08-04","2.0083","","","","","","","","","",""
"2004-08-05","2.0044","","","","","","","","","",""
"2004-08-06","2.0072","","","","","","","","","",""
"2004-08-09","2.0118","","","","","","","","","",""
"2004-08-10","2.0047","","","","","","","","","",""
"2004-08-11","2.0015","","","","","","","","","",""
"2004-08-12","2.0078","","","","","","","","","",""
"2004-08-13","1.9985","","","","","","","","","",""
"2004-08-16","2.0076","","","","","","","","","",""
"2004-08-17","2.0041","","","","","","","","","",""
"2004-08-18","2.0057","","","","","","","","","",""
"2004-08-19","1.9903","","","","","","","","","",""
"2004-08-20","1.9972","","","","","","","","","",""
"2004-08-23","1.9971","","","","","","","","","",""
"2004-08-24","1.9983","","","","","","","","","",""
"2004-08-25","2.0029","","","","","","","","","",""
"2004-08-26","2.0036","","","","","","","","","",""
"2004-08-27","2.0072","","","","","","","","","",""
"2004-08-30","2.0079","","","","","","","","","",""
"2004-08-31","2.0166","","","","","","","","","",""
"2004-09-01","2.0099","","","","","","","","","",""
"2004-09-02","2.0080","","","","","","","","","",""
"2004-09-03","2.0068","","","","","","","","","",""
"2004-09-07","2.0024","","","","","","","","","",""
"2004-09-08","2.2560","","","","","","","","","",""
"2004-09-09","2.2542","","","","","","","","","",""
"2004-09-10","2.2571","","","","","","","","","",""
"2004-09-13","2.2514","","","","","","","","","",""
"2004-09-14","2.2531","","","","","","","","","",""
"2004-09-15","2.2503","","","","","","","","","",""
"2004-09-16","2.2572","","","","","","","","","",""
"2004-09-17","2.2509","","","","","","","","","",""
"2004-09-20","2.2524","","","","","","","","","",""
"2004-09-21","2.2516","","","","","","","","","",""
"2004-09-22","2.2518","","","","","","","","","",""
"2004-09-23","2.2524","","","","","","","","","",""
"2004-09-24","2.2525","","","","","","","","","",""
"2004-09-27","2.2512","","","","","","","","","",""
"2004-09-28","2.2524","","","","","","","","","",""
"2004-09-29","2.2525","","","","","","","","","",""
"2004-09-30","2.2600","","","","","","","","","",""
"2004-10-01","2.2541","","","","","","","","","",""
"2004-10-04","2.2537","","","","","","","","","",""
"2004-10-05","2.2390","","","","","","","","","",""
"2004-10-06","2.2525","","","","","","","","","",""
"2004-10-07","2.2566","","","","","","","","","",""
"2004-10-08","2.2567","","","","","","","","","",""
"2004-10-12","2.2520","","","","","","","","","",""
"2004-10-13","2.2490","","","","","","","","","",""
"2004-10-14","2.2523","","","","","","","","","",""
"2004-10-15","2.2510","","","","","","","","","",""
"2004-10-18","2.2494","","","","","","","","","",""
"2004-10-19","2.5016","","","","","","","","","",""
"2004-10-20","2.4978","","","","","","","","","",""
"2004-10-21","2.5068","","","","","","","","","",""
"2004-10-22","2.5093","","","","","","","","","",""
"2004-10-25","2.5061","","","","","","","","","",""
"2004-10-26","2.5030","","","","","","","","","",""
"2004-10-27","2.5058","","","","","","","","","",""
"2004-10-28","2.5053","","","","","","","","","",""
"2004-10-29","2.5177","","","","","","","","","",""
"2004-11-01","2.5060","","","","","","","","","",""
"2004-11-02","2.4991","","","","","","","","","",""
"2004-11-03","2.4952","","","","","","","","","",""
"2004-11-04","2.5098","","","","","","","","","",""
"2004-11-05","2.5163","","","","","","","","","",""
"2004-11-08","2.5063","","","","","","","","","",""
"2004-11-09","2.5075","","","","","","","","","",""
"2004-11-10","2.5143","","","","","","","","","",""
"2004-11-12","2.4974","","","","","","","","","",""
"2004-11-15","2.5048","","","","","","","","","",""
"2004-11-16","2.4976","","","","","","","","","",""
"2004-11-17","2.5087","","","","","","","","","",""
"2004-11-18","2.5084","","","","","","","","","",""
"2004-11-19","2.5034","","","","","","","","","",""
"2004-11-22","2.5041","","","","","","","","","",""
"2004-11-23","2.5061","","","","","","","","","",""
"2004-11-24","2.5042","","","","","","","","","",""
"2004-11-25","2.5056","","","","","","","","","",""
"2004-11-26","2.5104","","","","","","","","","",""
"2004-11-29","2.5073","","","","","","","","","",""
"2004-11-30","2.5096","","","","","","","","","",""
"2004-12-01","2.5164","","","","","","","","","",""
"2004-12-02","2.5103","","","","","","","","","",""
"2004-12-03","2.5213","","","","","","","","","",""
"2004-12-06","2.5100","","","","","","","","","",""
"2004-12-07","2.5107","","","","","","","","","",""
"2004-12-08","2.5071","","","","","","","","","",""
"2004-12-09","2.5065","","","","","","","","","",""
"2004-12-10","2.5075","","","","","","","","","",""
"2004-12-13","2.5050","","","","","","","","","",""
"2004-12-14","2.5022","","","","","","","","","",""
"2004-12-15","2.4979","","","","","","","","","",""
"2004-12-16","2.4956","","","","","","","","","",""
"2004-12-17","2.5042","","","","","","","","","",""
"2004-12-20","2.5071","","","","","","","","","",""
"2004-12-21","2.5083","","","","","","","","","",""
"2004-12-22","2.5112","","","","","","","","","",""
"2004-12-23","2.5074","","","","","","","","","",""
"2004-12-24","2.5093","","","","","","","","","",""
"2004-12-29","2.5100","","","","","","","","","",""
"2004-12-30","2.5159","","","","","","","","","",""
"2004-12-31","2.5401","","","","","","","","","",""
"2005-01-04","2.5056","","","","","","","","","",""
"2005-01-05","2.4988","","","","","","","","","",""
"2005-01-06","2.5000","","","","","","","","","",""
"2005-01-07","2.5006","","","","","","","","","",""
"2005-01-10","2.5005","","","","","","","","","",""
"2005-01-11","2.4974","","","","","","","","","",""
"2005-01-12","2.4988","","","","","","","","","",""
"2005-01-13","2.5013","","","","","","","","","",""
"2005-01-14","2.5110","","","","","","","","","",""
"2005-01-17","2.5043","","","","","","","","","",""
"2005-01-18","2.5016","","","","","","","","","",""
"2005-01-19","2.5072","","","","","","","","","",""
"2005-01-20","2.5035","","","","","","","","","",""
"2005-01-21","2.5075","","","","","","","","","",""
"2005-01-24","2.5025","","","","","","","","","",""
"2005-01-25","2.5078","","","","","","","","","",""
"2005-01-26","2.5059","","","","","","","","","",""
"2005-01-27","2.5113","","","","","","","","","",""
"2005-01-28","2.5118","","","","","","","","","",""
"2005-01-31","2.5173","","","","","","","","","",""
"2005-02-01","2.5066","","","","","","","","","",""
"2005-02-02","2.5003","","","","","","","","","",""
"2005-02-03","2.4997","","","","","","","","","",""
"2005-02-04","2.4951","","","","","","","","","",""
"2005-02-07","2.5001","","","","","","","","","",""
"2005-02-08","2.4917","","","","","","","","","",""
"2005-02-09","2.4964","","","","","","","","","",""
"2005-02-10","2.5090","","","","","","","","","",""
"2005-02-11","2.4987","","","","","","","","","",""
"2005-02-14","2.4985","","","","","","","","","",""
"2005-02-15","2.4996","","","","","","","","","",""
"2005-02-16","2.4992","","","","","","","","","",""
"2005-02-17","2.4931","","","","","","","","","",""
"2005-02-18","2.5002","","","","","","","","","",""
"2005-02-21","2.5002","","","","","","","","","",""
"2005-02-22","2.4962","","","","","","","","","",""
"2005-02-23","2.4914","","","","","","","","","",""
"2005-02-24","2.5016","","","","","","","","","",""
"2005-02-25","2.5037","","","","","","","","","",""
"2005-02-28","2.5065","","","","","","","","","",""
"2005-03-01","2.4998","","","","","","","","","",""
"2005-03-02","2.4969","","","","","","","","","",""
"2005-03-03","2.5034","","","","","","","","","",""
"2005-03-04","2.4886","","","","","","","","","",""
"2005-03-07","2.4787","","","","","","","","","",""
"2005-03-08","2.4736","","","","","","","","","",""
"2005-03-09","2.4776","","","","","","","","","",""
"2005-03-10","2.4901","","","","","","","","","",""
"2005-03-11","2.4724","","","","","","","","","",""
"2005-03-14","2.4655","","","","","","","","","",""
"2005-03-15","2.4667","","","","","","","","","",""
"2005-03-16","2.4567","","","","","","","","","",""
"2005-03-17","2.4518","","","","","","","","","",""
"2005-03-18","2.4550","","","","","","","","","",""
"2005-03-21","2.4579","","","","","","","","","",""
"2005-03-22","2.4584","","","","","","","","","",""
"2005-03-23","2.4483","","","","","","","","","",""
"2005-03-24","2.4550","","","","","","","","","",""
"2005-03-28","2.4557","","","","","","","","","",""
"2005-03-29","2.4526","","","","","","","","","",""
"2005-03-30","2.4606","","","","","","","","","",""
"2005-03-31","2.4960","","","","","","","","","",""
"2005-04-01","2.5005","","","","","","","","","",""
"2005-04-04","2.4723","","","","","","","","","",""
"2005-04-05","2.4678","","","","","","","","","",""
"2005-04-06","2.4859","","","","","","","","","",""
"2005-04-07","2.4867","","","","","","","","","",""
"2005-04-08","2.4950","","","","","","","","","",""
"2005-04-11","2.4916","","","","","","","","","",""
"2005-04-12","2.4860","","","","","","","","","",""
"2005-04-13","2.4808","","","","","","","","","",""
"2005-04-14","2.4809","","","","","","","","","",""
"2005-04-15","2.4840","","","","","","","","","",""
"2005-04-18","2.4802","","","","","","","","","",""
"2005-04-19","2.4809","","","","","","","","","",""
"2005-04-20","2.4885","","","","","","","","","",""
"2005-04-21","2.4978","","","","","","","","","",""
"2005-04-22","2.4952","","","","","","","","","",""
"2005-04-25","2.4958","","","","","","","","","",""
"2005-04-26","2.4983","","","","","","","","","",""
"2005-04-27","2.4808","","","","","","","","","",""
"2005-04-28","2.4886","","","","","","","","","",""
"2005-04-29","2.4954","","","","","","","","","",""
"2005-05-02","2.4874","","","","","","","","","",""
"2005-05-03","2.4845","","","","","","","","","",""
"2005-05-04","2.4753","","","","","","","","","",""
"2005-05-05","2.4890","","","","","","","","","",""
"2005-05-06","2.4884","","","","","","","","","",""
"2005-05-09","2.4919","","","","","","","","","",""
"2005-05-10","2.4870","","","","","","","","","",""
"2005-05-11","2.4769","","","","","","","","","",""
"2005-05-12","2.4817","","","","","","","","","",""
"2005-05-13","2.4931","","","","","","","","","",""
"2005-05-16","2.4896","","","","","","","","","",""
"2005-05-17","2.4882","","","","","","","","","",""
"2005-05-18","2.4812","","","","","","","","","",""
"2005-05-19","2.4819","","","","","","","","","",""
"2005-05-20","2.4896","","","","","","","","","",""
"2005-05-24","2.4800","","","","","","","","","",""
"2005-05-25","2.4837","","","","","","","","","",""
"2005-05-26","2.4720","","","","","","","","","",""
"2005-05-27","2.4913","","","","","","","","","",""
"2005-05-30","2.4957","","","","","","","","","",""
"2005-05-31","2.5767","","","","","","","","","",""
"2005-06-01","2.4975","","","","","","","","","",""
"2005-06-02","2.5067","","","","","","","","","",""
"2005-06-03","2.5057","","","","","","","","","",""
"2005-06-06","2.4838","","","","","","","","","",""
"2005-06-07","2.4788","","","","","","","","","",""
"2005-06-08","2.4924","","","","","","","","","",""
"2005-06-09","2.4966","","","","","","","","","",""
"2005-06-10","2.4983","","","","","","","","","",""
"2005-06-13","2.4935","","","","","","","","","",""
"2005-06-14","2.4871","","","","","","","","","",""
"2005-06-15","2.5019","","","","","","","","","",""
"2005-06-16","2.4837","","","","","","","","","",""
"2005-06-17","2.4861","","","","","","","","","",""
"2005-06-20","2.4863","","","","","","","","","",""
"2005-06-21","2.4855","","","","","","","","","",""
"2005-06-22","2.4791","","","","","","","","","",""
"2005-06-23","2.4976","","","","","","","","","",""
"2005-06-24","2.4969","","","","","","","","","",""
"2005-06-27","2.4967","","","","","","","","","",""
"2005-06-28","2.5002","","","","","","","","","",""
"2005-06-29","2.4929","","","","","","","","","",""
"2005-06-30","2.5112","","","","","","","","","",""
"2005-07-04","2.5105","","","","","","","","","",""
"2005-07-05","2.5040","","","","","","","","","",""
"2005-07-06","2.4892","","","","","","","","","",""
"2005-07-07","2.4757","","","","","","","","","",""
"2005-07-08","2.4775","","","","","","","","","",""
"2005-07-11","2.4921","","","","","","","","","",""
"2005-07-12","2.4861","","","","","","","","","",""
"2005-07-13","2.4671","","","","","","","","","",""
"2005-07-14","2.4859","","","","","","","","","",""
"2005-07-15","2.4924","","","","","","","","","",""
"2005-07-18","2.4994","","","","","","","","","",""
"2005-07-19","2.5012","","","","","","","","","",""
"2005-07-20","2.4961","","","","","","","","","",""
"2005-07-21","2.4824","","","","","","","","","",""
"2005-07-22","2.4771","","","","","","","","","",""
"2005-07-25","2.4693","","","","","","","","","",""
"2005-07-26","2.4765","","","","","","","","","",""
"2005-07-27","2.4783","","","","","","","","","",""
"2005-07-28","2.4878","","","","","","","","","",""
"2005-07-29","2.4783","","","","","","","","","",""
"2005-08-02","2.4632","","","","","","","","","",""
"2005-08-03","2.4721","","","","","","","","","",""
"2005-08-04","2.4701","","","","","","","","","",""
"2005-08-05","2.4787","","","","","","","","","",""
"2005-08-08","2.4784","","","","","","","","","",""
"2005-08-09","2.4800","","","","","","","","","",""
"2005-08-10","2.4727","","","","","","","","","",""
"2005-08-11","2.4771","","","","","","","","","",""
"2005-08-12","2.4887","","","","","","","","","",""
"2005-08-15","2.4830","","","","","","","","","",""
"2005-08-16","2.4700","","","","","","","","","",""
"2005-08-17","2.4695","","","","","","","","","",""
"2005-08-18","2.4604","","","","","","","","","",""
"2005-08-19","2.4870","","","","","","","","","",""
"2005-08-22","2.4705","","","","","","","","","",""
"2005-08-23","2.4725","","","","","","","","","",""
"2005-08-24","2.4631","","","","","","","","","",""
"2005-08-25","2.4688","","","","","","","","","",""
"2005-08-26","2.4702","","","","","","","","","",""
"2005-08-29","2.4740","","","","","","","","","",""
"2005-08-30","2.4677","","","","","","","","","",""
"2005-08-31","2.4817","","","","","","","","","",""
"2005-09-01","2.4898","","","","","","","","","",""
"2005-09-02","2.4604","","","","","","","","","",""
"2005-09-06","2.4623","","","","","","","","","",""
"2005-09-07","2.7187","","","","","","","","","",""
"2005-09-08","2.7285","","","","","","","","","",""
"2005-09-09","2.7331","","","","","","","","","",""
"2005-09-12","2.7307","","","","","","","","","",""
"2005-09-13","2.7321","","","","","","","","","",""
"2005-09-14","2.7248","","","","","","","","","",""
"2005-09-15","2.7451","","","","","","","","","",""
"2005-09-16","2.7360","","","","","","","","","",""
"2005-09-19","2.7248","","","","","","","","","",""
"2005-09-20","2.7377","","","","","","","","","",""
"2005-09-21","2.7258","","","","","","","","","",""
"2005-09-22","2.7481","","","","","","","","","",""
"2005-09-23","2.7216","","","","","","","","","",""
"2005-09-26","2.7242","","","","","","","","","",""
"2005-09-27","2.7363","","","","","","","","","",""
"2005-09-28","2.7368","","","","","","","","","",""
"2005-09-29","2.7350","","","","","","","","","",""
"2005-09-30","2.7290","","","","","","","","","",""
"2005-10-03","2.7280","","","","","","","","","",""
"2005-10-04","2.7455","","","","","","","","","",""
"2005-10-05","2.7237","","","","","","","","","",""
"2005-10-06","2.7407","","","","","","","","","",""
"2005-10-07","2.7464","","","","","","","","","",""
"2005-10-11","2.7295","","","","","","","","","",""
"2005-10-12","2.7303","","","","","","","","","",""
"2005-10-13","2.7335","","","","","","","","","",""
"2005-10-14","2.7391","","","","","","","","","",""
"2005-10-17","2.7326","","","","","","","","","",""
"2005-10-18","2.9626","","","","","","","","","",""
"2005-10-19","2.9752","","","","","","","","","",""
"2005-10-20","2.9645","","","","","","","","","",""
"2005-10-21","2.9767","","","","","","","","","",""
"2005-10-24","2.9671","","","","","","","","","",""
"2005-10-25","2.9809","","","","","","","","","",""
"2005-10-26","2.9659","","","","","","","","","",""
"2005-10-27","2.9751","","","","","","","","","",""
"2005-10-28","2.9495","","","","","","","","","",""
"2005-10-31","2.9484","","","","","","","","","",""
"2005-11-01","2.9624","","","","","","","","","",""
"2005-11-02","2.9669","","","","","","","","","",""
"2005-11-03","2.9959","","","","","","","","","",""
"2005-11-04","2.9905","","","","","","","","","",""
"2005-11-07","2.9788","","","","","","","","","",""
"2005-11-08","2.9835","","","","","","","","","",""
"2005-11-09","2.9815","","","","","","","","","",""
"2005-11-10","2.9921","","","","","","","","","",""
"2005-11-14","2.9590","","","","","","","","","",""
"2005-11-15","2.9907","","","","","","","","","",""
"2005-11-16","2.9774","","","","","","","","","",""
"2005-11-17","2.9664","","","","","","","","","",""
"2005-11-18","2.9584","","","","","","","","","",""
"2005-11-21","2.9621","","","","","","","","","",""
"2005-11-22","2.9536","","","","","","","","","",""
"2005-11-23","2.9714","","","","","","","","","",""
"2005-11-24","2.9777","","","","","","","","","",""
"2005-11-25","2.9763","","","","","","","","","",""
"2005-11-28","2.9644","","","","","","","","","",""
"2005-11-29","2.9614","","","","","","","","","",""
"2005-11-30","2.9633","","","","","","","","","",""
"2005-12-01","2.9954","","","","","","","","","",""
"2005-12-02","2.9802","","","","","","","","","",""
"2005-12-05","2.9580","","","","","","","","","",""
"2005-12-06","3.2151","","","","","","","","","",""
"2005-12-07","3.2106","","","","","","","","","",""
"2005-12-08","3.2242","","","","","","","","","",""
"2005-12-09","3.2115","","","","","","","","","",""
"2005-12-12","3.2095","","","","","","","","","",""
"2005-12-13","3.2179","","","","","","","","","",""
"2005-12-14","3.2032","","","","","","","","","",""
"2005-12-15","3.2271","","","","","","","","","",""
"2005-12-16","3.2292","","","","","","","","","",""
"2005-12-19","3.2434","","","","","","","","","",""
"2005-12-20","3.2074","","","","","","","","","",""
"2005-12-21","3.2201","","","","","","","","","",""
"2005-12-22","3.2358","","","","","","","","","",""
"2005-12-23","3.2290","","","","","","","","","",""
"2005-12-28","3.2083","","","","","","","","","",""
"2005-12-29","3.1847","","","","","","","","","",""
"2005-12-30","3.1705","","","","","","","","","",""
"2006-01-03","3.2024","","","","","","","","","",""
"2006-01-04","3.2034","","","","","","","","","",""
"2006-01-05","3.2091","","","","","","","","","",""
"2006-01-06","3.2107","","","","","","","","","",""
"2006-01-09","3.1932","","","","","","","","","",""
"2006-01-10","3.2070","","","","","","","","","",""
"2006-01-11","3.2161","","","","","","","","","",""
"2006-01-12","3.2210","","","","","","","","","",""
"2006-01-13","3.2116","","","","","","","","","",""
"2006-01-16","3.2269","","","","","","","","","",""
"2006-01-17","3.2222","","","","","","","","","",""
"2006-01-18","3.2252","","","","","","","","","",""
"2006-01-19","3.2238","","","","","","","","","",""
"2006-01-20","3.2061","","","","","","","","","",""
"2006-01-23","3.2032","","","","","","","","","",""
"2006-01-24","3.4496","","","","","","","","","",""
"2006-01-25","3.4505","","","","","","","","","",""
"2006-01-26","3.4863","","","","","","","","","",""
"2006-01-27","3.4729","","","","","","","","","",""
"2006-01-30","3.4767","","","","","","","","","",""
"2006-01-31","3.4757","","","","","","","","","",""
"2006-02-01","3.4595","","","","","","","","","",""
"2006-02-02","3.4562","","","","","","","","","",""
"2006-02-03","3.4547","","","","","","","","","",""
"2006-02-06","3.4444","","","","","","","","","",""
"2006-02-07","3.4500","","","","","","","","","",""
"2006-02-08","3.4375","","","","","","","","","",""
"2006-02-09","3.4595","","","","","","","","","",""
"2006-02-10","3.4405","","","","","","","","","",""
"2006-02-13","3.4461","","","","","","","","","",""
"2006-02-14","3.4566","","","","","","","","","",""
"2006-02-15","3.4457","","","","","","","","","",""
"2006-02-16","3.4405","","","","","","","","","",""
"2006-02-17","3.4283","","","","","","","","","",""
"2006-02-20","3.4271","","","","","","","","","",""
"2006-02-21","3.4362","","","","","","","","","",""
"2006-02-22","3.4044","","","","","","","","","",""
"2006-02-23","3.6269","","","","","","","","","",""
"2006-02-24","3.4784","","","","","","","","","",""
"2006-02-27","3.4759","","","","","","","","","",""
"2006-02-28","3.5047","","","","","","","","","",""
"2006-03-01","3.4574","","","","","","","","","",""
"2006-03-02","3.4508","","","","","","","","","",""
"2006-03-03","3.4277","","","","","","","","","",""
"2006-03-06","3.3761","","","","","","","","","",""
"2006-03-07","3.4671","","","","","","","","","",""
"2006-03-08","3.5615","","","","","","","","","",""
"2006-03-09","3.5991","","","","","","","","","",""
"2006-03-10","3.6869","","","","","","","","","",""
"2006-03-13","3.6945","","","","","","","","","",""
"2006-03-14","3.6731","","","","","","","","","",""
"2006-03-15","3.5741","","","","","","","","","",""
"2006-03-16","3.6601","","","","","","","","","",""
"2006-03-17","3.7177","","","","","","","","","",""
"2006-03-20","3.7236","","","","","","","","","",""
"2006-03-21","3.7261","","","","","","","","","",""
"2006-03-22","3.7331","","","","","","","","","",""
"2006-03-23","3.7443","","","","","","","","","",""
"2006-03-24","3.7230","","","","","","","","","",""
"2006-03-27","3.7267","","","","","","","","","",""
"2006-03-28","3.7125","","","","","","","","","",""
"2006-03-29","3.7281","","","","","","","","","",""
"2006-03-30","3.7222","","","","","","","","","",""
"2006-03-31","3.7386","","","","","","","","","",""
"2006-04-03","3.7542","","","","","","","","","",""
"2006-04-04","3.7490","","","","","","","","","",""
"2006-04-05","3.7432","","","","","","","","","",""
"2006-04-06","3.7592","","","","","","","","","",""
"2006-04-07","3.7331","","","","","","","","","",""
"2006-04-10","3.7151","","","","","","","","","",""
"2006-04-11","3.7048","","","","","","","","","",""
"2006-04-12","3.6812","","","","","","","","","",""
"2006-04-13","3.7229","","","","","","","","","",""
"2006-04-17","3.7176","","","","","","","","","",""
"2006-04-18","3.7400","","","","","","","","","",""
"2006-04-19","3.7432","","","","","","","","","",""
"2006-04-20","3.7638","","","","","","","","","",""
"2006-04-21","3.7488","","","","","","","","","",""
"2006-04-24","3.7469","","","","","","","","","",""
"2006-04-25","3.9978","","","","","","","","","",""
"2006-04-26","4.0094","","","","","","","","","",""
"2006-04-27","3.9999","","","","","","","","","",""
"2006-04-28","3.9912","","","","","","","","","",""
"2006-05-01","4.0030","","","","","","","","","",""
"2006-05-02","3.9777","","","","","","","","","",""
"2006-05-03","3.9316","","","","","","","","","",""
"2006-05-04","3.9497","","","","","","","","","",""
"2006-05-05","3.9399","","","","","","","","","",""
"2006-05-08","3.9413","","","","","","","","","",""
"2006-05-09","3.9170","","","","","","","","","",""
"2006-05-10","3.9075","","","","","","","","","",""
"2006-05-11","3.9020","","","","","","","","","",""
"2006-05-12","3.9765","","","","","","","","","",""
"2006-05-15","3.9486","","","","","","","","","",""
"2006-05-16","3.9788","","","","","","","","","",""
"2006-05-17","3.9831","","","","","","","","","",""
"2006-05-18","4.0076","","","","","","","","","",""
"2006-05-19","3.9998","","","","","","","","","",""
"2006-05-23","3.9963","","","","","","","","","",""
"2006-05-24","4.2185","","","","","","","","","",""
"2006-05-25","4.2150","","","","","","","","","",""
"2006-05-26","4.2091","","","","","","","","","",""
"2006-05-29","4.2126","","","","","","","","","",""
"2006-05-30","4.2120","","","","","","","","","",""
"2006-05-31","4.2183","","","","","","","","","",""
"2006-06-01","4.2666","","","","","","","","","",""
"2006-06-02","4.2613","","","","","","","","","",""
"2006-06-05","4.2212","","","","","","","","","",""
"2006-06-06","4.2311","","","","","","","","","",""
"2006-06-07","4.2458","","","","","","","","","",""
"2006-06-08","4.2355","","","","","","","","","",""
"2006-06-09","4.2208","","","","","","","","","",""
"2006-06-12","4.2334","","","","","","","","","",""
"2006-06-13","4.2332","","","","","","","","","",""
"2006-06-14","4.2211","","","","","","","","","",""
